file1,file2,section,ssdeep,tlsh,mvhash,truth
mv-coreutils_8-30_O2,nice-coreutils_8-30_O2,full,0,-782,,no
mv-coreutils_8-30_O2.rodata,nice-coreutils_8-30_O2.rodata,rodata,0,-888,,no
mv-coreutils_8-30_O2.data,nice-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,nice-coreutils_8-30_O2.text,text,0,-694,,no
mv-coreutils_8-30_O2,cut-coreutils_8-30_O2,full,0,-571,,no
mv-coreutils_8-30_O2.rodata,cut-coreutils_8-30_O2.rodata,rodata,0,-894,,no
mv-coreutils_8-30_O2.data,cut-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,cut-coreutils_8-30_O2.text,text,0,-617,,no
mv-coreutils_8-30_O2,expand-coreutils_8-30_O2,full,0,-628,,no
mv-coreutils_8-30_O2.rodata,expand-coreutils_8-30_O2.rodata,rodata,0,-880,,no
mv-coreutils_8-30_O2.data,expand-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,expand-coreutils_8-30_O2.text,text,0,-685,,no
mv-coreutils_8-30_O2,sum-coreutils_8-30_O2,full,0,-608,,no
mv-coreutils_8-30_O2.rodata,sum-coreutils_8-30_O2.rodata,rodata,0,-971,,no
mv-coreutils_8-30_O2.data,sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sum-coreutils_8-30_O2.text,text,0,-631,,no
mv-coreutils_8-30_O2,who-coreutils_8-30_O2,full,0,-451,,no
mv-coreutils_8-30_O2.rodata,who-coreutils_8-30_O2.rodata,rodata,0,-620,,no
mv-coreutils_8-30_O2.data,who-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,who-coreutils_8-30_O2.text,text,0,-434,,no
mv-coreutils_8-30_O2,printf-coreutils_8-30_O2,full,0,-448,,no
mv-coreutils_8-30_O2.rodata,printf-coreutils_8-30_O2.rodata,rodata,0,-817,,no
mv-coreutils_8-30_O2.data,printf-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,printf-coreutils_8-30_O2.text,text,0,-422,,no
mv-coreutils_8-30_O2,realpath-coreutils_8-30_O2,full,0,-620,,no
mv-coreutils_8-30_O2.rodata,realpath-coreutils_8-30_O2.rodata,rodata,0,-617,,no
mv-coreutils_8-30_O2.data,realpath-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,realpath-coreutils_8-30_O2.text,text,0,-505,,no
mv-coreutils_8-30_O2,pinky-coreutils_8-30_O2,full,0,-819,,no
mv-coreutils_8-30_O2.rodata,pinky-coreutils_8-30_O2.rodata,rodata,0,-814,,no
mv-coreutils_8-30_O2.data,pinky-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,pinky-coreutils_8-30_O2.text,text,0,-628,,no
mv-coreutils_8-30_O2,id-coreutils_8-30_O2,full,0,-557,,no
mv-coreutils_8-30_O2.rodata,id-coreutils_8-30_O2.rodata,rodata,0,-677,,no
mv-coreutils_8-30_O2.data,id-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,id-coreutils_8-30_O2.text,text,0,-645,,no
mv-coreutils_8-30_O2,base64-coreutils_8-30_O2,full,0,-622,,no
mv-coreutils_8-30_O2.rodata,base64-coreutils_8-30_O2.rodata,rodata,0,-622,,no
mv-coreutils_8-30_O2.data,base64-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,base64-coreutils_8-30_O2.text,text,0,-705,,no
mv-coreutils_8-30_O2,touch-coreutils_8-30_O2,full,0,-277,,no
mv-coreutils_8-30_O2.rodata,touch-coreutils_8-30_O2.rodata,rodata,0,-605,,no
mv-coreutils_8-30_O2.data,touch-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,touch-coreutils_8-30_O2.text,text,0,-180,,no
mv-coreutils_8-30_O2,cp-coreutils_8-30_O2,full,0,14,,no
mv-coreutils_8-30_O2.rodata,cp-coreutils_8-30_O2.rodata,rodata,0,-308,,no
mv-coreutils_8-30_O2.data,cp-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,cp-coreutils_8-30_O2.text,text,0,71,,no
mv-coreutils_8-30_O2,csplit-coreutils_8-30_O2,full,0,-477,,no
mv-coreutils_8-30_O2.rodata,csplit-coreutils_8-30_O2.rodata,rodata,0,-757,,no
mv-coreutils_8-30_O2.data,csplit-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,csplit-coreutils_8-30_O2.text,text,0,-514,,no
mv-coreutils_8-30_O2,stat-coreutils_8-30_O2,full,0,-285,,no
mv-coreutils_8-30_O2.rodata,stat-coreutils_8-30_O2.rodata,rodata,0,-442,,no
mv-coreutils_8-30_O2.data,stat-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,stat-coreutils_8-30_O2.text,text,0,-271,,no
mv-coreutils_8-30_O2,numfmt-coreutils_8-30_O2,full,0,-360,,no
mv-coreutils_8-30_O2.rodata,numfmt-coreutils_8-30_O2.rodata,rodata,0,-371,,no
mv-coreutils_8-30_O2.data,numfmt-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,numfmt-coreutils_8-30_O2.text,text,0,-428,,no
mv-coreutils_8-30_O2,fmt-coreutils_8-30_O2,full,0,-631,,no
mv-coreutils_8-30_O2.rodata,fmt-coreutils_8-30_O2.rodata,rodata,0,-751,,no
mv-coreutils_8-30_O2.data,fmt-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,fmt-coreutils_8-30_O2.text,text,0,-585,,no
mv-coreutils_8-30_O2,sha1sum-coreutils_8-30_O2,full,0,-462,,no
mv-coreutils_8-30_O2.rodata,sha1sum-coreutils_8-30_O2.rodata,rodata,0,-774,,no
mv-coreutils_8-30_O2.data,sha1sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sha1sum-coreutils_8-30_O2.text,text,0,-671,,no
mv-coreutils_8-30_O2,sync-coreutils_8-30_O2,full,0,-828,,no
mv-coreutils_8-30_O2.rodata,sync-coreutils_8-30_O2.rodata,rodata,0,-674,,no
mv-coreutils_8-30_O2.data,sync-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sync-coreutils_8-30_O2.text,text,0,-808,,no
mv-coreutils_8-30_O2,env-coreutils_8-30_O2,full,0,-702,,no
mv-coreutils_8-30_O2.rodata,env-coreutils_8-30_O2.rodata,rodata,0,-537,,no
mv-coreutils_8-30_O2.data,env-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,env-coreutils_8-30_O2.text,text,0,-628,,no
mv-coreutils_8-30_O2,tail-coreutils_8-30_O2,full,0,-360,,no
mv-coreutils_8-30_O2.rodata,tail-coreutils_8-30_O2.rodata,rodata,0,-311,,no
mv-coreutils_8-30_O2.data,tail-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tail-coreutils_8-30_O2.text,text,0,-300,,no
mv-coreutils_8-30_O2,getlimits-coreutils_8-30_O2,full,0,-757,,no
mv-coreutils_8-30_O2.rodata,getlimits-coreutils_8-30_O2.rodata,rodata,0,-760,,no
mv-coreutils_8-30_O2.data,getlimits-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,getlimits-coreutils_8-30_O2.text,text,0,-854,,no
mv-coreutils_8-30_O2,uname-coreutils_8-30_O2,full,0,-780,,no
mv-coreutils_8-30_O2.rodata,uname-coreutils_8-30_O2.rodata,rodata,0,-654,,no
mv-coreutils_8-30_O2.data,uname-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,uname-coreutils_8-30_O2.text,text,0,-734,,no
mv-coreutils_8-30_O2,stty-coreutils_8-30_O2,full,0,-337,,no
mv-coreutils_8-30_O2.rodata,stty-coreutils_8-30_O2.rodata,rodata,0,-614,,no
mv-coreutils_8-30_O2.data,stty-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,stty-coreutils_8-30_O2.text,text,0,-337,,no
mv-coreutils_8-30_O2,chown-coreutils_8-30_O2,full,0,-422,,no
mv-coreutils_8-30_O2.rodata,chown-coreutils_8-30_O2.rodata,rodata,0,-328,,no
mv-coreutils_8-30_O2.data,chown-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,chown-coreutils_8-30_O2.text,text,0,-314,,no
mv-coreutils_8-30_O2,split-coreutils_8-30_O2,full,0,-417,,no
mv-coreutils_8-30_O2.rodata,split-coreutils_8-30_O2.rodata,rodata,0,-625,,no
mv-coreutils_8-30_O2.data,split-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,split-coreutils_8-30_O2.text,text,0,-540,,no
mv-coreutils_8-30_O2,basename-coreutils_8-30_O2,full,0,-808,,no
mv-coreutils_8-30_O2.rodata,basename-coreutils_8-30_O2.rodata,rodata,0,-814,,no
mv-coreutils_8-30_O2.data,basename-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,basename-coreutils_8-30_O2.text,text,0,-808,,no
mv-coreutils_8-30_O2,wc-coreutils_8-30_O2,full,0,-605,,no
mv-coreutils_8-30_O2.rodata,wc-coreutils_8-30_O2.rodata,rodata,0,-605,,no
mv-coreutils_8-30_O2.data,wc-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,wc-coreutils_8-30_O2.text,text,0,-582,,no
mv-coreutils_8-30_O2,df-coreutils_8-30_O2,full,0,-177,,no
mv-coreutils_8-30_O2.rodata,df-coreutils_8-30_O2.rodata,rodata,0,-682,,no
mv-coreutils_8-30_O2.data,df-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,df-coreutils_8-30_O2.text,text,0,-140,,no
mv-coreutils_8-30_O2,du-coreutils_8-30_O2,full,0,-217,,no
mv-coreutils_8-30_O2.rodata,du-coreutils_8-30_O2.rodata,rodata,0,-748,,no
mv-coreutils_8-30_O2.data,du-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,du-coreutils_8-30_O2.text,text,0,-114,,no
mv-coreutils_8-30_O2,tr-coreutils_8-30_O2,full,0,-577,,no
mv-coreutils_8-30_O2.rodata,tr-coreutils_8-30_O2.rodata,rodata,0,-894,,no
mv-coreutils_8-30_O2.data,tr-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tr-coreutils_8-30_O2.text,text,0,-565,,no
mv-coreutils_8-30_O2,unexpand-coreutils_8-30_O2,full,0,-697,,no
mv-coreutils_8-30_O2.rodata,unexpand-coreutils_8-30_O2.rodata,rodata,0,-520,,no
mv-coreutils_8-30_O2.data,unexpand-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,unexpand-coreutils_8-30_O2.text,text,0,-680,,no
mv-coreutils_8-30_O2,join-coreutils_8-30_O2,full,0,-480,,no
mv-coreutils_8-30_O2.rodata,join-coreutils_8-30_O2.rodata,rodata,0,-677,,no
mv-coreutils_8-30_O2.data,join-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,join-coreutils_8-30_O2.text,text,0,-502,,no
mv-coreutils_8-30_O2,sort-coreutils_8-30_O2,full,0,-62,,no
mv-coreutils_8-30_O2.rodata,sort-coreutils_8-30_O2.rodata,rodata,0,-342,,no
mv-coreutils_8-30_O2.data,sort-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sort-coreutils_8-30_O2.text,text,0,-60,,no
mv-coreutils_8-30_O2,shred-coreutils_8-30_O2,full,0,-405,,no
mv-coreutils_8-30_O2.rodata,shred-coreutils_8-30_O2.rodata,rodata,0,-540,,no
mv-coreutils_8-30_O2.data,shred-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,shred-coreutils_8-30_O2.text,text,0,-365,,no
mv-coreutils_8-30_O2,uniq-coreutils_8-30_O2,full,0,-505,,no
mv-coreutils_8-30_O2.rodata,uniq-coreutils_8-30_O2.rodata,rodata,0,-560,,no
mv-coreutils_8-30_O2.data,uniq-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,uniq-coreutils_8-30_O2.text,text,0,-605,,no
mv-coreutils_8-30_O2,b2sum-coreutils_8-30_O2,full,0,-391,,no
mv-coreutils_8-30_O2.rodata,b2sum-coreutils_8-30_O2.rodata,rodata,0,-788,,no
mv-coreutils_8-30_O2.data,b2sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,b2sum-coreutils_8-30_O2.text,text,0,-545,,no
mv-coreutils_8-30_O2,printenv-coreutils_8-30_O2,full,0,-862,,no
mv-coreutils_8-30_O2.rodata,printenv-coreutils_8-30_O2.rodata,rodata,0,-731,,no
mv-coreutils_8-30_O2.data,printenv-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,printenv-coreutils_8-30_O2.text,text,0,-811,,no
mv-coreutils_8-30_O2,dirname-coreutils_8-30_O2,full,0,-919,,no
mv-coreutils_8-30_O2.rodata,dirname-coreutils_8-30_O2.rodata,rodata,0,-814,,no
mv-coreutils_8-30_O2.data,dirname-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,dirname-coreutils_8-30_O2.text,text,0,-868,,no
mv-coreutils_8-30_O2,uptime-coreutils_8-30_O2,full,0,-505,,no
mv-coreutils_8-30_O2.rodata,uptime-coreutils_8-30_O2.rodata,rodata,0,-851,,no
mv-coreutils_8-30_O2.data,uptime-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,uptime-coreutils_8-30_O2.text,text,0,-537,,no
mv-coreutils_8-30_O2,ptx-coreutils_8-30_O2,full,0,-245,,no
mv-coreutils_8-30_O2.rodata,ptx-coreutils_8-30_O2.rodata,rodata,0,-548,,no
mv-coreutils_8-30_O2.data,ptx-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,ptx-coreutils_8-30_O2.text,text,0,-242,,no
mv-coreutils_8-30_O2,ln-coreutils_8-30_O2,full,0,-351,,no
mv-coreutils_8-30_O2.rodata,ln-coreutils_8-30_O2.rodata,rodata,0,-751,,no
mv-coreutils_8-30_O2.data,ln-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,ln-coreutils_8-30_O2.text,text,0,-325,,no
mv-coreutils_8-30_O2,mknod-coreutils_8-30_O2,full,0,-294,,no
mv-coreutils_8-30_O2.rodata,mknod-coreutils_8-30_O2.rodata,rodata,0,-574,,no
mv-coreutils_8-30_O2.data,mknod-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,mknod-coreutils_8-30_O2.text,text,0,-317,,no
mv-coreutils_8-30_O2,shuf-coreutils_8-30_O2,full,0,-342,,no
mv-coreutils_8-30_O2.rodata,shuf-coreutils_8-30_O2.rodata,rodata,0,-785,,no
mv-coreutils_8-30_O2.data,shuf-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,shuf-coreutils_8-30_O2.text,text,0,-377,,no
mv-coreutils_8-30_O2,whoami-coreutils_8-30_O2,full,0,-831,,no
mv-coreutils_8-30_O2.rodata,whoami-coreutils_8-30_O2.rodata,rodata,0,-945,,no
mv-coreutils_8-30_O2.data,whoami-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,whoami-coreutils_8-30_O2.text,text,0,-742,,no
mv-coreutils_8-30_O2,make-prime-list-coreutils_8-30_O2,full,0,-1528,,no
mv-coreutils_8-30_O2.rodata,make-prime-list-coreutils_8-30_O2.rodata,rodata,0,-1182,,no
mv-coreutils_8-30_O2.data,make-prime-list-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,make-prime-list-coreutils_8-30_O2.text,text,0,-1511,,no
mv-coreutils_8-30_O2,fold-coreutils_8-30_O2,full,0,-562,,no
mv-coreutils_8-30_O2.rodata,fold-coreutils_8-30_O2.rodata,rodata,0,-768,,no
mv-coreutils_8-30_O2.data,fold-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,fold-coreutils_8-30_O2.text,text,0,-682,,no
mv-coreutils_8-30_O2,readlink-coreutils_8-30_O2,full,0,-651,,no
mv-coreutils_8-30_O2.rodata,readlink-coreutils_8-30_O2.rodata,rodata,0,-660,,no
mv-coreutils_8-30_O2.data,readlink-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,readlink-coreutils_8-30_O2.text,text,0,-582,,no
mv-coreutils_8-30_O2,dd-coreutils_8-30_O2,full,0,-260,,no
mv-coreutils_8-30_O2.rodata,dd-coreutils_8-30_O2.rodata,rodata,0,-308,,no
mv-coreutils_8-30_O2.data,dd-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,dd-coreutils_8-30_O2.text,text,0,-274,,no
mv-coreutils_8-30_O2,chmod-coreutils_8-30_O2,full,0,-397,,no
mv-coreutils_8-30_O2.rodata,chmod-coreutils_8-30_O2.rodata,rodata,0,-888,,no
mv-coreutils_8-30_O2.data,chmod-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,chmod-coreutils_8-30_O2.text,text,0,-368,,no
mv-coreutils_8-30_O2,true-coreutils_8-30_O2,full,0,-811,,no
mv-coreutils_8-30_O2.rodata,true-coreutils_8-30_O2.rodata,rodata,0,-868,,no
mv-coreutils_8-30_O2.data,true-coreutils_8-30_O2.data,data,18,,,no
mv-coreutils_8-30_O2.text,true-coreutils_8-30_O2.text,text,0,-828,,no
mv-coreutils_8-30_O2,ls-coreutils_8-30_O2,full,0,-88,,no
mv-coreutils_8-30_O2.rodata,ls-coreutils_8-30_O2.rodata,rodata,0,-648,,no
mv-coreutils_8-30_O2.data,ls-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,ls-coreutils_8-30_O2.text,text,0,-65,,no
mv-coreutils_8-30_O2,sha384sum-coreutils_8-30_O2,full,0,-514,,no
mv-coreutils_8-30_O2.rodata,sha384sum-coreutils_8-30_O2.rodata,rodata,0,-571,,no
mv-coreutils_8-30_O2.data,sha384sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sha384sum-coreutils_8-30_O2.text,text,0,-582,,no
mv-coreutils_8-30_O2,test-coreutils_8-30_O2,full,0,-500,,no
mv-coreutils_8-30_O2.rodata,test-coreutils_8-30_O2.rodata,rodata,0,-620,,no
mv-coreutils_8-30_O2.data,test-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,test-coreutils_8-30_O2.text,text,0,-577,,no
mv-coreutils_8-30_O2,mkfifo-coreutils_8-30_O2,full,0,-314,,no
mv-coreutils_8-30_O2.rodata,mkfifo-coreutils_8-30_O2.rodata,rodata,0,-505,,no
mv-coreutils_8-30_O2.data,mkfifo-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,mkfifo-coreutils_8-30_O2.text,text,0,-311,,no
mv-coreutils_8-30_O2,chroot-coreutils_8-30_O2,full,0,-585,,no
mv-coreutils_8-30_O2.rodata,chroot-coreutils_8-30_O2.rodata,rodata,0,-711,,no
mv-coreutils_8-30_O2.data,chroot-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,chroot-coreutils_8-30_O2.text,text,0,-585,,no
mv-coreutils_8-30_O2,vdir-coreutils_8-30_O2,full,0,-88,,no
mv-coreutils_8-30_O2.rodata,vdir-coreutils_8-30_O2.rodata,rodata,0,-648,,no
mv-coreutils_8-30_O2.data,vdir-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,vdir-coreutils_8-30_O2.text,text,0,-65,,no
mv-coreutils_8-30_O2,rm-coreutils_8-30_O2,full,0,-317,,no
mv-coreutils_8-30_O2.rodata,rm-coreutils_8-30_O2.rodata,rodata,0,-585,,no
mv-coreutils_8-30_O2.data,rm-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,rm-coreutils_8-30_O2.text,text,0,-271,,no
mv-coreutils_8-30_O2,runcon-coreutils_8-30_O2,full,0,-700,,no
mv-coreutils_8-30_O2.rodata,runcon-coreutils_8-30_O2.rodata,rodata,0,-660,,no
mv-coreutils_8-30_O2.data,runcon-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,runcon-coreutils_8-30_O2.text,text,0,-782,,no
mv-coreutils_8-30_O2,seq-coreutils_8-30_O2,full,0,-462,,no
mv-coreutils_8-30_O2.rodata,seq-coreutils_8-30_O2.rodata,rodata,0,-785,,no
mv-coreutils_8-30_O2.data,seq-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,seq-coreutils_8-30_O2.text,text,0,-462,,no
mv-coreutils_8-30_O2,sleep-coreutils_8-30_O2,full,0,-794,,no
mv-coreutils_8-30_O2.rodata,sleep-coreutils_8-30_O2.rodata,rodata,0,-754,,no
mv-coreutils_8-30_O2.data,sleep-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sleep-coreutils_8-30_O2.text,text,0,-734,,no
mv-coreutils_8-30_O2,ginstall-coreutils_8-30_O2,full,0,31,,no
mv-coreutils_8-30_O2.rodata,ginstall-coreutils_8-30_O2.rodata,rodata,0,-280,,no
mv-coreutils_8-30_O2.data,ginstall-coreutils_8-30_O2.data,data,28,,,no
mv-coreutils_8-30_O2.text,ginstall-coreutils_8-30_O2.text,text,0,-14,,no
mv-coreutils_8-30_O2,cat-coreutils_8-30_O2,full,0,-782,,no
mv-coreutils_8-30_O2.rodata,cat-coreutils_8-30_O2.rodata,rodata,0,-760,,no
mv-coreutils_8-30_O2.data,cat-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,cat-coreutils_8-30_O2.text,text,0,-665,,no
mv-coreutils_8-30_O2,mkdir-coreutils_8-30_O2,full,0,-211,,no
mv-coreutils_8-30_O2.rodata,mkdir-coreutils_8-30_O2.rodata,rodata,0,-488,,no
mv-coreutils_8-30_O2.data,mkdir-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,mkdir-coreutils_8-30_O2.text,text,0,-220,,no
mv-coreutils_8-30_O2,nproc-coreutils_8-30_O2,full,0,-902,,no
mv-coreutils_8-30_O2.rodata,nproc-coreutils_8-30_O2.rodata,rodata,0,-757,,no
mv-coreutils_8-30_O2.data,nproc-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,nproc-coreutils_8-30_O2.text,text,0,-688,,no
mv-coreutils_8-30_O2,rmdir-coreutils_8-30_O2,full,0,-491,,no
mv-coreutils_8-30_O2.rodata,rmdir-coreutils_8-30_O2.rodata,rodata,0,-940,,no
mv-coreutils_8-30_O2.data,rmdir-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,rmdir-coreutils_8-30_O2.text,text,0,-557,,no
mv-coreutils_8-30_O2.rodata,libstdbuf.so-coreutils_8-30_O2.rodata,rodata,0,,,no
mv-coreutils_8-30_O2.data,libstdbuf.so-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,libstdbuf.so-coreutils_8-30_O2.text,text,0,-1802,,no
mv-coreutils_8-30_O2,sha224sum-coreutils_8-30_O2,full,0,-585,,no
mv-coreutils_8-30_O2.rodata,sha224sum-coreutils_8-30_O2.rodata,rodata,0,-748,,no
mv-coreutils_8-30_O2.data,sha224sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sha224sum-coreutils_8-30_O2.text,text,0,-574,,no
mv-coreutils_8-30_O2,truncate-coreutils_8-30_O2,full,0,-688,,no
mv-coreutils_8-30_O2.rodata,truncate-coreutils_8-30_O2.rodata,rodata,0,-905,,no
mv-coreutils_8-30_O2.data,truncate-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,truncate-coreutils_8-30_O2.text,text,0,-742,,no
mv-coreutils_8-30_O2,logname-coreutils_8-30_O2,full,0,-819,,no
mv-coreutils_8-30_O2.rodata,logname-coreutils_8-30_O2.rodata,rodata,0,-720,,no
mv-coreutils_8-30_O2.data,logname-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,logname-coreutils_8-30_O2.text,text,0,-825,,no
mv-coreutils_8-30_O2,tty-coreutils_8-30_O2,full,0,-868,,no
mv-coreutils_8-30_O2.rodata,tty-coreutils_8-30_O2.rodata,rodata,0,-725,,no
mv-coreutils_8-30_O2.data,tty-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tty-coreutils_8-30_O2.text,text,0,-817,,no
mv-coreutils_8-30_O2,pr-coreutils_8-30_O2,full,0,-340,,no
mv-coreutils_8-30_O2.rodata,pr-coreutils_8-30_O2.rodata,rodata,0,-508,,no
mv-coreutils_8-30_O2.data,pr-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,pr-coreutils_8-30_O2.text,text,0,-288,,no
mv-coreutils_8-30_O2,users-coreutils_8-30_O2,full,0,-948,,no
mv-coreutils_8-30_O2.rodata,users-coreutils_8-30_O2.rodata,rodata,0,-848,,no
mv-coreutils_8-30_O2.data,users-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,users-coreutils_8-30_O2.text,text,0,-768,,no
mv-coreutils_8-30_O2,nohup-coreutils_8-30_O2,full,0,-765,,no
mv-coreutils_8-30_O2.rodata,nohup-coreutils_8-30_O2.rodata,rodata,0,-822,,no
mv-coreutils_8-30_O2.data,nohup-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,nohup-coreutils_8-30_O2.text,text,0,-731,,no
mv-coreutils_8-30_O2,md5sum-coreutils_8-30_O2,full,0,-525,,no
mv-coreutils_8-30_O2.rodata,md5sum-coreutils_8-30_O2.rodata,rodata,0,-885,,no
mv-coreutils_8-30_O2.data,md5sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,md5sum-coreutils_8-30_O2.text,text,0,-514,,no
mv-coreutils_8-30_O2,pwd-coreutils_8-30_O2,full,0,-677,,no
mv-coreutils_8-30_O2.rodata,pwd-coreutils_8-30_O2.rodata,rodata,0,-671,,no
mv-coreutils_8-30_O2.data,pwd-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,pwd-coreutils_8-30_O2.text,text,0,-711,,no
mv-coreutils_8-30_O2,tac-coreutils_8-30_O2,full,0,-582,,no
mv-coreutils_8-30_O2.rodata,tac-coreutils_8-30_O2.rodata,rodata,0,-1022,,no
mv-coreutils_8-30_O2.data,tac-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tac-coreutils_8-30_O2.text,text,0,-640,,no
mv-coreutils_8-30_O2,dircolors-coreutils_8-30_O2,full,0,-562,,no
mv-coreutils_8-30_O2.rodata,dircolors-coreutils_8-30_O2.rodata,rodata,0,-480,,no
mv-coreutils_8-30_O2.data,dircolors-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,dircolors-coreutils_8-30_O2.text,text,0,-745,,no
mv-coreutils_8-30_O2,date-coreutils_8-30_O2,full,0,-171,,no
mv-coreutils_8-30_O2.rodata,date-coreutils_8-30_O2.rodata,rodata,0,-605,,no
mv-coreutils_8-30_O2.data,date-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,date-coreutils_8-30_O2.text,text,0,-168,,no
mv-coreutils_8-30_O2,mktemp-coreutils_8-30_O2,full,0,-671,,no
