file1,file2,section,ssdeep,tlsh,mvhash,truth
mv-coreutils_8-30_O2.rodata,mktemp-coreutils_8-30_O2.rodata,rodata,0,-542,,no
mv-coreutils_8-30_O2.data,mktemp-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,mktemp-coreutils_8-30_O2.text,text,0,-585,,no
mv-coreutils_8-30_O2,chcon-coreutils_8-30_O2,full,0,-325,,no
mv-coreutils_8-30_O2.rodata,chcon-coreutils_8-30_O2.rodata,rodata,0,-714,,no
mv-coreutils_8-30_O2.data,chcon-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,chcon-coreutils_8-30_O2.text,text,0,-294,,no
mv-coreutils_8-30_O2,groups-coreutils_8-30_O2,full,0,-674,,no
mv-coreutils_8-30_O2.rodata,groups-coreutils_8-30_O2.rodata,rodata,0,-722,,no
mv-coreutils_8-30_O2.data,groups-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,groups-coreutils_8-30_O2.text,text,0,-725,,no
mv-coreutils_8-30_O2,sha512sum-coreutils_8-30_O2,full,0,-511,,no
mv-coreutils_8-30_O2.rodata,sha512sum-coreutils_8-30_O2.rodata,rodata,0,-571,,no
mv-coreutils_8-30_O2.data,sha512sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sha512sum-coreutils_8-30_O2.text,text,0,-580,,no
mv-coreutils_8-30_O2,link-coreutils_8-30_O2,full,0,-762,,no
mv-coreutils_8-30_O2.rodata,link-coreutils_8-30_O2.rodata,rodata,0,-862,,no
mv-coreutils_8-30_O2.data,link-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,link-coreutils_8-30_O2.text,text,0,-788,,no
mv-coreutils_8-30_O2,unlink-coreutils_8-30_O2,full,0,-811,,no
mv-coreutils_8-30_O2.rodata,unlink-coreutils_8-30_O2.rodata,rodata,0,-891,,no
mv-coreutils_8-30_O2.data,unlink-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,unlink-coreutils_8-30_O2.text,text,0,-782,,no
mv-coreutils_8-30_O2,false-coreutils_8-30_O2,full,0,-825,,no
mv-coreutils_8-30_O2.rodata,false-coreutils_8-30_O2.rodata,rodata,0,-860,,no
mv-coreutils_8-30_O2.data,false-coreutils_8-30_O2.data,data,18,,,no
mv-coreutils_8-30_O2.text,false-coreutils_8-30_O2.text,text,0,-822,,no
mv-coreutils_8-30_O2,dir-coreutils_8-30_O2,full,0,-88,,no
mv-coreutils_8-30_O2.rodata,dir-coreutils_8-30_O2.rodata,rodata,0,-648,,no
mv-coreutils_8-30_O2.data,dir-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,dir-coreutils_8-30_O2.text,text,0,-65,,no
mv-coreutils_8-30_O2,pathchk-coreutils_8-30_O2,full,0,-900,,no
mv-coreutils_8-30_O2.rodata,pathchk-coreutils_8-30_O2.rodata,rodata,0,-854,,no
mv-coreutils_8-30_O2.data,pathchk-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,pathchk-coreutils_8-30_O2.text,text,0,-717,,no
mv-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-302,,no
mv-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-780,,no
mv-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-257,,no
mv-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-691,,no
mv-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,0,-891,,no
mv-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-737,,no
mv-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-282,,no
mv-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,0,-477,,no
mv-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-308,,no
mv-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-588,,no
mv-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,0,-551,,no
mv-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-468,,no
mv-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,0,-819,,no
mv-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,0,-808,,no
mv-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-711,,no
mv-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,0,-754,,no
mv-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,0,-922,,no
mv-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,-737,,no
mv-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,0,-748,,no
mv-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,0,-720,,no
mv-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-642,,no
mv-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-340,,no
mv-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,0,-868,,no
mv-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-394,,no
mv-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-614,,no
mv-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,0,-728,,no
mv-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-662,,no
mv-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-534,,no
mv-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,0,-911,,no
mv-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-531,,no
mv-coreutils_8-30_O2,head-coreutils_8-30_O2,full,0,-665,,no
mv-coreutils_8-30_O2.rodata,head-coreutils_8-30_O2.rodata,rodata,0,-537,,no
mv-coreutils_8-30_O2.data,head-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-545,,no
mv-coreutils_8-30_O2,yes-coreutils_8-30_O2,full,0,-742,,no
mv-coreutils_8-30_O2.rodata,yes-coreutils_8-30_O2.rodata,rodata,0,-1071,,no
mv-coreutils_8-30_O2.data,yes-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,yes-coreutils_8-30_O2.text,text,0,-819,,no
mv-coreutils_8-30_O2,[-coreutils_8-30_O2,full,0,-394,,no
mv-coreutils_8-30_O2.rodata,[-coreutils_8-30_O2.rodata,rodata,0,-697,,no
mv-coreutils_8-30_O2.data,[-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,[-coreutils_8-30_O2.text,text,0,-537,,no
mv-coreutils_8-30_O2,cksum-coreutils_8-30_O2,full,0,-805,,no
mv-coreutils_8-30_O2.rodata,cksum-coreutils_8-30_O2.rodata,rodata,0,-882,,no
mv-coreutils_8-30_O2.data,cksum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,cksum-coreutils_8-30_O2.text,text,0,-762,,no
mv-coreutils_8-30_O2,base32-coreutils_8-30_O2,full,0,-665,,no
mv-coreutils_8-30_O2.rodata,base32-coreutils_8-30_O2.rodata,rodata,0,-697,,no
mv-coreutils_8-30_O2.data,base32-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,base32-coreutils_8-30_O2.text,text,0,-594,,no
mv-coreutils_8-30_O2,kill-coreutils_8-30_O2,full,0,-585,,no
mv-coreutils_8-30_O2.rodata,kill-coreutils_8-30_O2.rodata,rodata,0,-662,,no
mv-coreutils_8-30_O2.data,kill-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,kill-coreutils_8-30_O2.text,text,0,-671,,no
mv-coreutils_8-30_O2,hostid-coreutils_8-30_O2,full,0,-819,,no
mv-coreutils_8-30_O2.rodata,hostid-coreutils_8-30_O2.rodata,rodata,0,-848,,no
mv-coreutils_8-30_O2.data,hostid-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,hostid-coreutils_8-30_O2.text,text,0,-808,,no
mv-coreutils_8-30_O2,sha256sum-coreutils_8-30_O2,full,0,-560,,no
mv-coreutils_8-30_O2.rodata,sha256sum-coreutils_8-30_O2.rodata,rodata,0,-740,,no
mv-coreutils_8-30_O2.data,sha256sum-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,sha256sum-coreutils_8-30_O2.text,text,0,-574,,no
mv-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-528,,no
mv-coreutils_8-30_O2.rodata,timeout-coreutils_8-30_O2.rodata,rodata,0,-585,,no
mv-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-611,,no
mv-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-591,,no
mv-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,0,-585,,no
mv-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
mv-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-677,,no
nice-coreutils_8-30_O2,cut-coreutils_8-30_O2,full,0,-311,,no
nice-coreutils_8-30_O2.data,cut-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,cut-coreutils_8-30_O2.rodata,rodata,36,-782,,no
nice-coreutils_8-30_O2.text,cut-coreutils_8-30_O2.text,text,0,-100,,no
nice-coreutils_8-30_O2,expand-coreutils_8-30_O2,full,0,-174,,no
nice-coreutils_8-30_O2.data,expand-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,expand-coreutils_8-30_O2.rodata,rodata,38,-671,5,no
nice-coreutils_8-30_O2.text,expand-coreutils_8-30_O2.text,text,0,-20,,no
nice-coreutils_8-30_O2,sum-coreutils_8-30_O2,full,0,-202,,no
nice-coreutils_8-30_O2.data,sum-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,sum-coreutils_8-30_O2.rodata,rodata,60,-397,,no
nice-coreutils_8-30_O2.text,sum-coreutils_8-30_O2.text,text,0,-137,,no
nice-coreutils_8-30_O2,who-coreutils_8-30_O2,full,0,-311,,no
nice-coreutils_8-30_O2.data,who-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,who-coreutils_8-30_O2.rodata,rodata,33,-568,,no
nice-coreutils_8-30_O2.text,who-coreutils_8-30_O2.text,text,0,-254,,no
nice-coreutils_8-30_O2,printf-coreutils_8-30_O2,full,0,-365,,no
nice-coreutils_8-30_O2.data,printf-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,printf-coreutils_8-30_O2.rodata,rodata,0,-891,,no
nice-coreutils_8-30_O2.text,printf-coreutils_8-30_O2.text,text,0,-314,,no
nice-coreutils_8-30_O2,realpath-coreutils_8-30_O2,full,0,-231,,no
nice-coreutils_8-30_O2.data,realpath-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,realpath-coreutils_8-30_O2.rodata,rodata,36,-468,,no
nice-coreutils_8-30_O2.text,realpath-coreutils_8-30_O2.text,text,0,-171,,no
nice-coreutils_8-30_O2,pinky-coreutils_8-30_O2,full,0,-277,,no
nice-coreutils_8-30_O2.data,pinky-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,pinky-coreutils_8-30_O2.rodata,rodata,46,-428,,no
nice-coreutils_8-30_O2.text,pinky-coreutils_8-30_O2.text,text,0,-22,,no
nice-coreutils_8-30_O2,id-coreutils_8-30_O2,full,0,-208,,no
nice-coreutils_8-30_O2.data,id-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,id-coreutils_8-30_O2.rodata,rodata,57,-420,,no
nice-coreutils_8-30_O2.text,id-coreutils_8-30_O2.text,text,0,-57,,no
nice-coreutils_8-30_O2,base64-coreutils_8-30_O2,full,0,-174,,no
nice-coreutils_8-30_O2.data,base64-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,base64-coreutils_8-30_O2.rodata,rodata,38,-662,,no
nice-coreutils_8-30_O2.text,base64-coreutils_8-30_O2.text,text,0,-51,,no
nice-coreutils_8-30_O2,touch-coreutils_8-30_O2,full,0,-542,,no
nice-coreutils_8-30_O2.data,touch-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,touch-coreutils_8-30_O2.rodata,rodata,0,-837,,no
nice-coreutils_8-30_O2.text,touch-coreutils_8-30_O2.text,text,0,-537,,no
nice-coreutils_8-30_O2,cp-coreutils_8-30_O2,full,0,-777,,no
nice-coreutils_8-30_O2.data,cp-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,cp-coreutils_8-30_O2.rodata,rodata,0,-1019,,no
nice-coreutils_8-30_O2.text,cp-coreutils_8-30_O2.text,text,0,-728,,no
nice-coreutils_8-30_O2,csplit-coreutils_8-30_O2,full,0,-271,,no
nice-coreutils_8-30_O2.data,csplit-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,csplit-coreutils_8-30_O2.rodata,rodata,35,-831,,no
nice-coreutils_8-30_O2.text,csplit-coreutils_8-30_O2.text,text,0,-177,,no
nice-coreutils_8-30_O2,stat-coreutils_8-30_O2,full,0,-611,,no
nice-coreutils_8-30_O2.data,stat-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,stat-coreutils_8-30_O2.rodata,rodata,0,-751,,no
nice-coreutils_8-30_O2.text,stat-coreutils_8-30_O2.text,text,0,-588,,no
nice-coreutils_8-30_O2,numfmt-coreutils_8-30_O2,full,0,-445,,no
nice-coreutils_8-30_O2.data,numfmt-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,numfmt-coreutils_8-30_O2.rodata,rodata,0,-1011,,no
nice-coreutils_8-30_O2.text,numfmt-coreutils_8-30_O2.text,text,0,-271,,no
nice-coreutils_8-30_O2,fmt-coreutils_8-30_O2,full,0,-160,,no
nice-coreutils_8-30_O2.data,fmt-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,fmt-coreutils_8-30_O2.rodata,rodata,54,-445,,no
nice-coreutils_8-30_O2.text,fmt-coreutils_8-30_O2.text,text,0,-125,,no
nice-coreutils_8-30_O2,sha1sum-coreutils_8-30_O2,full,0,-414,,no
nice-coreutils_8-30_O2.data,sha1sum-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,sha1sum-coreutils_8-30_O2.rodata,rodata,29,-819,,no
nice-coreutils_8-30_O2.text,sha1sum-coreutils_8-30_O2.text,text,0,-420,,no
nice-coreutils_8-30_O2,sync-coreutils_8-30_O2,full,0,-85,,no
nice-coreutils_8-30_O2.data,sync-coreutils_8-30_O2.data,data,18,,,no
nice-coreutils_8-30_O2.rodata,sync-coreutils_8-30_O2.rodata,rodata,57,-517,,no
nice-coreutils_8-30_O2.text,sync-coreutils_8-30_O2.text,text,0,-111,,no
nice-coreutils_8-30_O2,env-coreutils_8-30_O2,full,0,-151,,no
nice-coreutils_8-30_O2.data,env-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,env-coreutils_8-30_O2.rodata,rodata,41,-520,,no
nice-coreutils_8-30_O2.text,env-coreutils_8-30_O2.text,text,0,-62,,no
nice-coreutils_8-30_O2,tail-coreutils_8-30_O2,full,0,-425,,no
nice-coreutils_8-30_O2.data,tail-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,tail-coreutils_8-30_O2.rodata,rodata,32,-760,,no
nice-coreutils_8-30_O2.text,tail-coreutils_8-30_O2.text,text,0,-434,,no
nice-coreutils_8-30_O2,getlimits-coreutils_8-30_O2,full,0,-222,,no
nice-coreutils_8-30_O2.data,getlimits-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,getlimits-coreutils_8-30_O2.rodata,rodata,41,-411,,no
nice-coreutils_8-30_O2.text,getlimits-coreutils_8-30_O2.text,text,0,-262,,no
nice-coreutils_8-30_O2,uname-coreutils_8-30_O2,full,0,-117,,no
nice-coreutils_8-30_O2.data,uname-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,uname-coreutils_8-30_O2.rodata,rodata,60,-554,,no
nice-coreutils_8-30_O2.text,uname-coreutils_8-30_O2.text,text,0,-62,,no
nice-coreutils_8-30_O2,stty-coreutils_8-30_O2,full,0,-645,,no
nice-coreutils_8-30_O2.data,stty-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,stty-coreutils_8-30_O2.rodata,rodata,0,-1034,,no
nice-coreutils_8-30_O2.text,stty-coreutils_8-30_O2.text,text,0,-385,,no
nice-coreutils_8-30_O2,chown-coreutils_8-30_O2,full,0,-422,,no
nice-coreutils_8-30_O2.data,chown-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,chown-coreutils_8-30_O2.rodata,rodata,30,-708,,no
nice-coreutils_8-30_O2.text,chown-coreutils_8-30_O2.text,text,0,-374,,no
nice-coreutils_8-30_O2,split-coreutils_8-30_O2,full,0,-425,,no
nice-coreutils_8-30_O2.data,split-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,split-coreutils_8-30_O2.rodata,rodata,0,-705,,no
nice-coreutils_8-30_O2.text,split-coreutils_8-30_O2.text,text,0,-334,,no
nice-coreutils_8-30_O2,basename-coreutils_8-30_O2,full,0,-88,,no
nice-coreutils_8-30_O2.data,basename-coreutils_8-30_O2.data,data,17,,,no
nice-coreutils_8-30_O2.rodata,basename-coreutils_8-30_O2.rodata,rodata,55,-725,,no
nice-coreutils_8-30_O2.text,basename-coreutils_8-30_O2.text,text,0,-102,,no
nice-coreutils_8-30_O2,wc-coreutils_8-30_O2,full,0,-262,,no
nice-coreutils_8-30_O2.data,wc-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,wc-coreutils_8-30_O2.rodata,rodata,38,-522,,no
nice-coreutils_8-30_O2.text,wc-coreutils_8-30_O2.text,text,0,-122,,no
nice-coreutils_8-30_O2,df-coreutils_8-30_O2,full,0,-614,,no
nice-coreutils_8-30_O2.data,df-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,df-coreutils_8-30_O2.rodata,rodata,0,-874,,no
nice-coreutils_8-30_O2.text,df-coreutils_8-30_O2.text,text,0,-548,,no
nice-coreutils_8-30_O2,du-coreutils_8-30_O2,full,0,-628,,no
nice-coreutils_8-30_O2.data,du-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,du-coreutils_8-30_O2.rodata,rodata,0,-1122,,no
nice-coreutils_8-30_O2.text,du-coreutils_8-30_O2.text,text,0,-568,,no
nice-coreutils_8-30_O2,tr-coreutils_8-30_O2,full,0,-280,,no
nice-coreutils_8-30_O2.data,tr-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,tr-coreutils_8-30_O2.rodata,rodata,0,-722,,no
nice-coreutils_8-30_O2.text,tr-coreutils_8-30_O2.text,text,0,-245,,no
nice-coreutils_8-30_O2,unexpand-coreutils_8-30_O2,full,0,-154,,no
nice-coreutils_8-30_O2.data,unexpand-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,unexpand-coreutils_8-30_O2.rodata,rodata,44,-459,,no
nice-coreutils_8-30_O2.text,unexpand-coreutils_8-30_O2.text,text,0,-8,,no
nice-coreutils_8-30_O2,join-coreutils_8-30_O2,full,0,-334,,no
nice-coreutils_8-30_O2.data,join-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,join-coreutils_8-30_O2.rodata,rodata,35,-788,,no
nice-coreutils_8-30_O2.text,join-coreutils_8-30_O2.text,text,0,-208,,no
nice-coreutils_8-30_O2,sort-coreutils_8-30_O2,full,0,-740,,no
nice-coreutils_8-30_O2.data,sort-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,sort-coreutils_8-30_O2.rodata,rodata,0,-968,,no
nice-coreutils_8-30_O2.text,sort-coreutils_8-30_O2.text,text,0,-642,,no
nice-coreutils_8-30_O2,shred-coreutils_8-30_O2,full,0,-600,,no
nice-coreutils_8-30_O2.data,shred-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,shred-coreutils_8-30_O2.rodata,rodata,0,-740,,no
nice-coreutils_8-30_O2.text,shred-coreutils_8-30_O2.text,text,0,-317,,no
nice-coreutils_8-30_O2,uniq-coreutils_8-30_O2,full,0,-237,,no
nice-coreutils_8-30_O2.data,uniq-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,uniq-coreutils_8-30_O2.rodata,rodata,32,-605,,no
nice-coreutils_8-30_O2.text,uniq-coreutils_8-30_O2.text,text,0,-165,,no
nice-coreutils_8-30_O2,b2sum-coreutils_8-30_O2,full,0,-428,,no
nice-coreutils_8-30_O2.data,b2sum-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,b2sum-coreutils_8-30_O2.rodata,rodata,35,-551,,no
nice-coreutils_8-30_O2.text,b2sum-coreutils_8-30_O2.text,text,0,-477,,no
nice-coreutils_8-30_O2,printenv-coreutils_8-30_O2,full,0,-142,,no
nice-coreutils_8-30_O2.data,printenv-coreutils_8-30_O2.data,data,16,,,no
nice-coreutils_8-30_O2.rodata,printenv-coreutils_8-30_O2.rodata,rodata,69,-511,,no
nice-coreutils_8-30_O2.text,printenv-coreutils_8-30_O2.text,text,0,-68,,no
nice-coreutils_8-30_O2,dirname-coreutils_8-30_O2,full,0,-211,,no
nice-coreutils_8-30_O2.data,dirname-coreutils_8-30_O2.data,data,17,,,no
nice-coreutils_8-30_O2.rodata,dirname-coreutils_8-30_O2.rodata,rodata,60,-794,,no
nice-coreutils_8-30_O2.text,dirname-coreutils_8-30_O2.text,text,0,-128,,no
nice-coreutils_8-30_O2,uptime-coreutils_8-30_O2,full,0,-240,,no
nice-coreutils_8-30_O2.data,uptime-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,uptime-coreutils_8-30_O2.rodata,rodata,58,-420,,no
nice-coreutils_8-30_O2.text,uptime-coreutils_8-30_O2.text,text,0,-211,,no
nice-coreutils_8-30_O2,ptx-coreutils_8-30_O2,full,0,-525,,no
nice-coreutils_8-30_O2.data,ptx-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,ptx-coreutils_8-30_O2.rodata,rodata,0,-671,,no
nice-coreutils_8-30_O2.text,ptx-coreutils_8-30_O2.text,text,0,-417,,no
nice-coreutils_8-30_O2,ln-coreutils_8-30_O2,full,0,-394,,no
nice-coreutils_8-30_O2.data,ln-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,ln-coreutils_8-30_O2.rodata,rodata,0,-794,,no
nice-coreutils_8-30_O2.text,ln-coreutils_8-30_O2.text,text,0,-362,,no
nice-coreutils_8-30_O2,mknod-coreutils_8-30_O2,full,0,-462,,no
nice-coreutils_8-30_O2.data,mknod-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,mknod-coreutils_8-30_O2.rodata,rodata,33,-834,,no
nice-coreutils_8-30_O2.text,mknod-coreutils_8-30_O2.text,text,0,-365,,no
nice-coreutils_8-30_O2,shuf-coreutils_8-30_O2,full,0,-408,,no
nice-coreutils_8-30_O2.data,shuf-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,shuf-coreutils_8-30_O2.rodata,rodata,0,-782,,no
nice-coreutils_8-30_O2.text,shuf-coreutils_8-30_O2.text,text,0,-288,,no
nice-coreutils_8-30_O2,whoami-coreutils_8-30_O2,full,0,-102,,no
nice-coreutils_8-30_O2.data,whoami-coreutils_8-30_O2.data,data,17,,,no
nice-coreutils_8-30_O2.rodata,whoami-coreutils_8-30_O2.rodata,rodata,58,-377,,no
nice-coreutils_8-30_O2.text,whoami-coreutils_8-30_O2.text,text,0,-82,,no
nice-coreutils_8-30_O2,make-prime-list-coreutils_8-30_O2,full,0,-857,,no
nice-coreutils_8-30_O2.data,make-prime-list-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,make-prime-list-coreutils_8-30_O2.rodata,rodata,0,-1097,,no
nice-coreutils_8-30_O2.text,make-prime-list-coreutils_8-30_O2.text,text,0,-857,,no
nice-coreutils_8-30_O2,fold-coreutils_8-30_O2,full,0,-137,,no
nice-coreutils_8-30_O2.data,fold-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,fold-coreutils_8-30_O2.rodata,rodata,57,-231,,no
nice-coreutils_8-30_O2.text,fold-coreutils_8-30_O2.text,text,0,-17,,no
nice-coreutils_8-30_O2,readlink-coreutils_8-30_O2,full,0,-217,,no
nice-coreutils_8-30_O2.data,readlink-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,readlink-coreutils_8-30_O2.rodata,rodata,40,-371,,no
nice-coreutils_8-30_O2.text,readlink-coreutils_8-30_O2.text,text,0,-134,,no
nice-coreutils_8-30_O2,dd-coreutils_8-30_O2,full,0,-551,,no
nice-coreutils_8-30_O2.data,dd-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,dd-coreutils_8-30_O2.rodata,rodata,0,-925,,no
nice-coreutils_8-30_O2.text,dd-coreutils_8-30_O2.text,text,0,-454,,no
nice-coreutils_8-30_O2,chmod-coreutils_8-30_O2,full,0,-374,,no
nice-coreutils_8-30_O2.data,chmod-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,chmod-coreutils_8-30_O2.rodata,rodata,40,-642,,no
nice-coreutils_8-30_O2.text,chmod-coreutils_8-30_O2.text,text,0,-337,,no
nice-coreutils_8-30_O2,true-coreutils_8-30_O2,full,0,-68,,no
nice-coreutils_8-30_O2.data,true-coreutils_8-30_O2.data,data,0,,,no
nice-coreutils_8-30_O2.rodata,true-coreutils_8-30_O2.rodata,rodata,68,-331,,no
nice-coreutils_8-30_O2.text,true-coreutils_8-30_O2.text,text,0,-125,,no
nice-coreutils_8-30_O2,ls-coreutils_8-30_O2,full,0,-757,,no
nice-coreutils_8-30_O2.data,ls-coreutils_8-30_O2.data,data,0,,,no
